request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"use 3 installments of EUR 397.35, starting 2026-04-04. This leaves at least EUR 700 available. Plan: 2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,pay EUR 2346.3 today. This keeps the EUR 1700 minimum available over the next 90 days.
request_176,402.69,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1239.7 request. No eligible payment keeps the EUR 600 minimum protected.
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,pay USD 1017.6 today. This keeps the USD 1300 minimum available over the next 90 days.
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-08,none,"use 3 installments of EUR 1018.54, starting 2024-12-07. This leaves at least EUR 1400 available. Plan: 2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54."
request_179,21877103.52,affordable_later,wait,2025-07-14:41648000,2025-07-14,none,Pay IDR 4.1648e+07 in full on 2025-07-14. Paying earlier would put the IDR 4.14308e+07 minimum at risk.
request_180,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 66500 request. No eligible payment keeps the INR 37300 minimum protected.
request_181,294.15,not_affordable,not_recommended,none,,none,Do not proceed with the USD 5059.2 request. No eligible payment keeps the USD 2000 minimum protected.
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,pay ZAR 65714 today. This keeps the ZAR 31100 minimum available over the next 90 days.
request_183,24169616.07,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-14,none,"use 3 installments of IDR 9.31355e+06, starting 2026-04-10. This leaves at least IDR 1.18783e+07 available. Plan: 2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67."
request_184,15917.15,not_affordable,not_recommended,none,,none,Do not proceed with the INR 251900 request. No eligible payment keeps the INR 110800 minimum protected.
request_185,407.31,affordable_later,wait,2026-01-13:1257.30,2026-01-13,none,Pay EUR 1257.3 in full on 2026-01-13. Paying earlier would put the EUR 1300 minimum at risk.
request_186,12067.33,affordable_later,wait,2026-01-14:26554,2026-01-14,none,Pay ZAR 26554 in full on 2026-01-14. Paying earlier would put the ZAR 22000 minimum at risk.
request_187,37569.51,affordable_later,wait,2024-11-13:187500,2024-11-13,none,Pay INR 187500 in full on 2024-11-13. Paying earlier would put the INR 128300 minimum at risk.
request_188,152.01,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 2464 request. No eligible payment keeps the EUR 900 minimum protected.
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,pay EUR 488.4 today. This keeps the EUR 400 minimum available over the next 90 days.
request_190,618.88,affordable_later,wait,2025-02-13:2557.50,2025-02-13,none,Pay EUR 2557.5 in full on 2025-02-13. Paying earlier would put the EUR 1600 minimum at risk.
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,pay EUR 664.4 today. This keeps the EUR 500 minimum available over the next 90 days.
request_192,242.61,not_affordable,not_recommended,none,,none,Do not proceed with the USD 2046 request. No eligible payment keeps the USD 1000 minimum protected.
request_193,153.24,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-14,none,"use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1000 available. Plan: 2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23."
request_194,39502.60,affordable_later,wait,2025-08-14:132800,2025-08-14,none,Pay INR 132800 in full on 2025-08-14. Paying earlier would put the INR 113600 minimum at risk.
request_195,970,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-14,none,"use 3 installments of EUR 405.74, starting 2026-01-09. This leaves at least EUR 700 available. Plan: 2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,pay EUR 762.3 today. This keeps the EUR 500 minimum available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 5.0939e+07 request. No eligible payment keeps the IDR 2.62459e+07 minimum protected.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,pay INR 185800 today. This keeps the INR 124300 minimum available over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"use 3 installments of IDR 8.20699e+06, starting 2024-09-07. This leaves at least IDR 2.53595e+07 available. Plan: 2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,pay IDR 2.1717e+07 today. This keeps the IDR 2.01146e+07 minimum available over the next 90 days.
request_201,23460720.54,affordable_with_plan,full_payment,2026-04-03:23997000,,stop:event_18493,"Apply spending changes (stop:event_18493), then pay IDR 2.3997e+07 today. This keeps the IDR 1.73045e+07 minimum available over the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,pay INR 123900 today. This keeps the INR 147800 minimum available over the next 90 days.
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1400 available. Plan: 2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93."
request_204,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 588.74 request. No eligible payment keeps the EUR 1300 minimum protected.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,pay IDR 1.0621e+07 today. This keeps the IDR 1.39943e+07 minimum available over the next 90 days.
request_206,1404.69,affordable_with_plan,partial_payment,2025-08-03:1404.69|2025-08-04:0.01,2025-08-03,none,Pay EUR 1404.69 today and the remaining EUR 0.01 on 2025-08-04. This completes the full request and keeps the EUR 900 minimum protected.
request_207,7090.96,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Pay ZAR 11830 in full on 2026-07-15. Paying earlier would put the ZAR 13600 minimum at risk.
request_208,3424607.54,affordable_later,wait,2024-06-14:4413000,2024-06-14,none,Pay IDR 4.413e+06 in full on 2024-06-14. Paying earlier would put the IDR 1.04707e+07 minimum at risk.
request_209,1760.85,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 56914 request. No eligible payment keeps the ZAR 18400 minimum protected.
request_210,1147.53,affordable_with_plan,partial_payment,2026-04-06:1147.53|2026-04-14:212.49,2026-04-14,none,Pay USD 1147.53 today and the remaining USD 212.49 on 2026-04-14. This completes the full request and keeps the USD 2000 minimum protected.
request_211,817.20,affordable_later,wait,2024-09-13:1788.60,2024-09-13,none,Pay EUR 1788.6 in full on 2024-09-13. Paying earlier would put the EUR 1500 minimum at risk.
request_212,7863718.70,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 7.1934e+07 request. No eligible payment keeps the IDR 2.95798e+07 minimum protected.
request_213,2484.81,not_affordable,not_recommended,none,,none,Do not proceed with the USD 3362.4 request. No eligible payment keeps the USD 2100 minimum protected.
request_214,49909.88,affordable_with_plan,partial_payment,2024-12-04:49909.88|2024-12-15:19840.12,2024-12-15,none,Pay INR 49909.9 today and the remaining INR 19840.1 on 2024-12-15. This completes the full request and keeps the INR 174900 minimum protected.
request_215,27909.94,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 29986 request. No eligible payment keeps the ZAR 15700 minimum protected.
request_216,489.88,affordable_later,wait,2026-09-13:3332.40,2026-09-13,none,Pay USD 3332.4 in full on 2026-09-13. Paying earlier would put the USD 1800 minimum at risk.
request_217,19470.25,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"use 3 installments of ZAR 12889.1, starting 2024-03-19. This leaves at least ZAR 26800 available. Plan: 2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07."
request_218,30297828.71,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-14,none,"use 3 installments of IDR 2.11959e+07, starting 2025-08-07. This leaves at least IDR 3.44772e+07 available. Plan: 2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33."
request_219,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1673.1 request. No eligible payment keeps the EUR 1100 minimum protected.
request_220,58.12,not_affordable,not_recommended,none,2024-07-13,none,Do not proceed with the EUR 3118.5 request. No eligible payment keeps the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,pay INR 109800 today. This keeps the INR 81500 minimum available over the next 90 days.
request_222,31470.76,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 34078 request. No eligible payment keeps the ZAR 27300 minimum protected.
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,pay EUR 898.7 today. This keeps the EUR 800 minimum available over the next 90 days.
request_224,10326999.99,affordable_with_plan,partial_payment,2025-02-04:10326999.99|2025-02-05:0.01,2025-02-04,none,Pay IDR 1.0327e+07 today and the remaining IDR 0.01 on 2025-02-05. This completes the full request and keeps the IDR 2.21876e+07 minimum protected.
request_225,10898473.21,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-13,none,"use 3 installments of IDR 7.64712e+06, starting 2026-07-20. This leaves at least IDR 1.76707e+07 available. Plan: 2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,pay INR 157000 today. This keeps the INR 209400 minimum available over the next 90 days.
request_227,17282.99,not_affordable,not_recommended,none,,none,Do not proceed with the INR 259700 request. No eligible payment keeps the INR 62900 minimum protected.
request_228,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 6.3327e+07 request. No eligible payment keeps the IDR 2.61912e+07 minimum protected.
request_229,435.58,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1000 available. Plan: 2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,pay EUR 3537.6 today. This keeps the EUR 2000 minimum available over the next 90 days.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"use 3 installments of ZAR 12378.1, starting 2026-01-06. This leaves at least ZAR 24300 available. Plan: 2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08."
request_232,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1970.1 request. No eligible payment keeps the EUR 2400 minimum protected.
request_233,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 6.241e+06 request. No eligible payment keeps the IDR 1.03657e+07 minimum protected.
request_234,272.16,affordable_later,wait,2026-09-13:1213.30,2026-09-13,none,Pay EUR 1213.3 in full on 2026-09-13. Paying earlier would put the EUR 700 minimum at risk.
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,pay USD 967.2 today. This keeps the USD 700 minimum available over the next 90 days.
request_236,5842702.55,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 5.2383e+07 request. No eligible payment keeps the IDR 1.67686e+07 minimum protected.
request_237,22361582.15,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:event_21813:548720,"Apply spending changes (reduce_to:event_21813:548720), then pay IDR 2.3826e+07 today. This keeps the IDR 2.24315e+07 minimum available over the next 90 days."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available. Plan: 2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05."
request_239,0,not_affordable,not_recommended,none,,none,Do not proceed with the USD 642 request. No eligible payment keeps the USD 600 minimum protected.
request_240,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 101200 request. No eligible payment keeps the INR 52800 minimum protected.
request_241,15902218.79,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 2.1052e+07 request. No eligible payment keeps the IDR 1.9252e+07 minimum protected.
request_242,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1966.8 request. No eligible payment keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,pay ZAR 17468 today. This keeps the ZAR 19900 minimum available over the next 90 days.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,pay ZAR 49918 today. This keeps the ZAR 45900 minimum available over the next 90 days.
request_245,38659.41,affordable_later,wait,2026-01-13:128500,2026-01-13,none,Pay INR 128500 in full on 2026-01-13. Paying earlier would put the INR 94600 minimum at risk.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"use 3 installments of ZAR 22216.5, starting 2026-04-03. This leaves at least ZAR 39300 available. Plan: 2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,pay EUR 1059.3 today. This keeps the EUR 1300 minimum available over the next 90 days.
request_248,932.90,affordable_with_plan,partial_payment,2025-02-07:932.90|2025-04-15:1032.70,2025-04-15,none,Pay USD 932.9 today and the remaining USD 1032.7 on 2025-04-15. This completes the full request and keeps the USD 1300 minimum protected.
request_249,142.19,not_affordable,not_recommended,none,,none,Do not proceed with the USD 643.2 request. No eligible payment keeps the USD 600 minimum protected.
request_250,15659.46,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 124278 request. No eligible payment keeps the ZAR 35300 minimum protected.
request_251,992.03,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1513.6 request. No eligible payment keeps the EUR 1300 minimum protected.
request_252,4691641.30,affordable_later,wait,2026-09-13:28082000,2026-09-13,none,Pay IDR 2.8082e+07 in full on 2026-09-13. Paying earlier would put the IDR 1.51522e+07 minimum at risk.
request_253,1368.91,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"use 3 installments of EUR 984.6, starting 2024-03-21. This leaves at least EUR 2300 available. Plan: 2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60."
request_254,880.64,affordable_later,wait,2025-10-13:3535.20,2025-10-13,none,Pay USD 3535.2 in full on 2025-10-13. Paying earlier would put the USD 2500 minimum at risk.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,pay IDR 3.345e+06 today. This keeps the IDR 9.8139e+06 minimum available over the next 90 days.
request_256,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 218700 request. No eligible payment keeps the INR 168600 minimum protected.
request_257,588.28,affordable_later,wait,2025-11-14:1352.40,2025-11-14,none,Pay USD 1352.4 in full on 2025-11-14. Paying earlier would put the USD 1600 minimum at risk.
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,pay USD 1113.6 today. This keeps the USD 500 minimum available over the next 90 days.
request_259,447.62,affordable_later,wait,2024-11-13:935,2024-11-13,none,Pay EUR 935 in full on 2024-11-13. Paying earlier would put the EUR 600 minimum at risk.
request_260,7732192.23,affordable_with_plan,partial_payment,2025-02-06:7732192.23|2025-04-15:44346807.77,2025-04-15,none,Pay IDR 7.73219e+06 today and the remaining IDR 4.43468e+07 on 2025-04-15. This completes the full request and keeps the IDR 2.07277e+07 minimum protected.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,pay EUR 1830.4 today. This keeps the EUR 1500 minimum available over the next 90 days.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,pay IDR 9.236e+06 today. This keeps the IDR 3.10185e+07 minimum available over the next 90 days.
request_263,5970.75,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 51546 request. No eligible payment keeps the ZAR 24100 minimum protected.
request_264,28384.69,affordable_later,wait,2026-06-13:111300,2026-06-13,none,Pay INR 111300 in full on 2026-06-13. Paying earlier would put the INR 59500 minimum at risk.
request_265,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 45970 request. No eligible payment keeps the INR 189700 minimum protected.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available. Plan: 2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13."
request_267,1626.19,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-03-15,stop:event_24573,"Apply spending changes (stop:event_24573), then use 3 installments of EUR 667.33, starting 2026-01-08. This leaves at least EUR 1500 available. Plan: 2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33."
request_268,1044.51,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,"use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1400 available. Plan: 2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22."
request_269,0,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 15490 request. No eligible payment keeps the ZAR 23100 minimum protected.
request_270,96.23,not_affordable,not_recommended,none,,none,Do not proceed with the USD 3028.8 request. No eligible payment keeps the USD 1400 minimum protected.
request_271,45576.36,affordable_later,wait,2024-09-14:91300,2024-09-14,none,Pay INR 91300 in full on 2024-09-14. Paying earlier would put the INR 58200 minimum at risk.
request_272,6386220.11,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,"use 3 installments of IDR 4.70947e+06, starting 2025-02-12. This leaves at least IDR 7.5086e+06 available. Plan: 2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67."
request_273,9498254.80,affordable_with_plan,partial_payment,2026-04-07:9498254.80|2026-04-14:6362745.20,2026-04-14,none,Pay IDR 9.49825e+06 today and the remaining IDR 6.36275e+06 on 2026-04-14. This completes the full request and keeps the IDR 1.87746e+07 minimum protected.
request_274,2155.39,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-13,reduce_to:event_25181:51.60,"Apply spending changes (reduce_to:event_25181:51.60), then use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1800 available. Plan: 2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,pay IDR 1.5884e+07 today. This keeps the IDR 1.27601e+07 minimum available over the next 90 days.
